"id","profileName","text","date","title","rating","images","helpful","variant:colour"
"R2BUDRR0XIHTFN","Aditya","The boAt Airdopes 141 honestly offer great value for the price. The battery life is the biggest highlight — the buds themselves last about 5-6 hours, and with the case, you easily get 30–35 hours of total playback. That’s amazing for long travel days or binge-watching sessions.

The sound quality is punchy with decent bass, which is expected from boAt. Vocals and highs are clear, and it’s great for casual music, calls, and YouTube. Don’t expect audiophile-level clarity, but for the price, it performs really well.

Call quality is okay — the ENx tech helps indoors, though outdoors or in windier places, it can struggle a bit. Touch controls work fine after a little getting used to.

The fit is snug and lightweight, and I can wear them for hours without discomfort.","Reviewed in India on 6 April 2025","Budget-Friendly with Great Battery — Solid Choice for Daily Use","4.0 out of 5 stars","","0","Bold Black"
"R21W07FL4UPGMY","Chintan Mistry","Value for money:
Good product","Reviewed in India on 1 July 2025","Amazing sound quality","4.0 out of 5 stars","","0","Bold Black"
"RIOQZYPN6T6Q","tinku singh","Great experienccee","Reviewed in India on 25 June 2025","Amazing","4.0 out of 5 stars","","0","Bold Black"
"R1I3QN7DRI2DHB","Divya","It's worth for price 799rs, calling also good for me , i use daily 2-3 hours","Reviewed in India on 1 July 2025","Value for money","4.0 out of 5 stars","","0","Bold Black"
"R3HDR4IHNE9VK3","Atchaya","Writing the review after 1 week of usage Sound quality, charging capacity is good.Fit also good","Reviewed in India on 19 June 2025","Worth for money","4.0 out of 5 stars","","0","Bold Black"
"RJ7CES2W8QZD5","muthukumar","Orange color was nice really awesome ...!!!!!","Reviewed in India on 4 July 2025","Boat airpods","4.0 out of 5 stars","","0","Orange"
"R2JY6UUL3MLTWF","Vigneshwaran","Music - 5/5
Calls - 2/5","Reviewed in India on 3 July 2025","Good for music bad for calls","4.0 out of 5 stars","","0","Bold Black"
"R2TOGR1RK3PAN8","Yusuf iqbal","Nice 👍 overall product is good","Reviewed in India on 28 June 2025","Nice 👍","4.0 out of 5 stars","","0","Black"
"R2D1IUSWSDSF0B","Anis M.","Good product","Reviewed in India on 30 June 2025","Good","4.0 out of 5 stars","","0","Green"
"R3C5BXCZGEVOKH","Narayanarao","Fine","Reviewed in India on 30 June 2025","Sound","4.0 out of 5 stars","","0","Green"
"RY0S2K5BIPUUH","Adesh D. Thorat","The headphones are really good and have different modes for casual music listening and Gaming mode, but it stopped working after 1.5yr","Reviewed in India on 13 June 2025","Balanced","4.0 out of 5 stars","","11","Bold Black"
"RZC3P2VIIHIDP","Srinu ulli","Packaging and shipping everything excellent job done. But today after delivery i have opened the product and i was observed a small scratch above the ear buds cover case.","Reviewed in India on 13 June 2025","Small scracth on product","4.0 out of 5 stars","https://m.media-amazon.com/images/I/51wkDbwL90L.jpg","0","Grey"
"R1FFVSR2QU5IYN","Sudheer.R","Good","Reviewed in India on 4 July 2025","Good quality","4.0 out of 5 stars","","0","Black"
"R23MIG2WSYHZZQ","Pavithra padmanabhan","The sound quality and battery is really good and it's very comfortable to use","Reviewed in India on 26 June 2025","Worth for money","4.0 out of 5 stars","","0","Green"
"R2ZBT586VVWIX7","sarthak rokade","It is a great device overall","Reviewed in India on 3 July 2025","Good","4.0 out of 5 stars","","0","Black"
"R1G663K9PJEO49","Divya dharshini Divya dharshini","Product quality good,but worst delivery.delivery person behaviour very very worst","Reviewed in India on 4 July 2025","Product good, delivery team very worst","4.0 out of 5 stars","","0","Bold Black"
"R37FZEBAV3DWF7","Leela","Ok","Reviewed in India on 7 July 2025","Super","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61-KEHhRg-L.jpg","0","Bold Black"
"R219FJ3EXYYEH2","Raju Puri","Earbuds charging nhi ho rahe hai dono hi right and left aur product 1 year warranty me hai","Reviewed in India on 20 July 2025","Earbuds not charging right and left","3.0 out of 5 stars","","0","Bold Black"
"R23G45K8LM55RX","Vasanta","Volume is very low","Reviewed in India on 2 August 2025","Low volume","3.0 out of 5 stars","","0","Black"
"RR8OL30YPFW20","Anshika Singh","It is not working","Reviewed in India on 26 July 2025","It is not working","3.0 out of 5 stars","https://m.media-amazon.com/images/I/61i4IAVGNsL.jpg","0","Bold Black"
"R2T3QOU0SR0G8J","Pragnesh","goood","Reviewed in India on 24 July 2025","good","3.0 out of 5 stars","","0","Bold Black"
"R2V4COJH79YJWX","Hemant Sutar","Ok","Reviewed in India on 6 August 2025","Good","3.0 out of 5 stars","","0","Bold Black"
"RL1NCNRNALLU","Prathap","Good","Reviewed in India on 13 August 2025","Working","3.0 out of 5 stars","","0","Bold Black"
"R22NPLZSVKWQH3","Anbu","Super","Reviewed in India on 24 July 2025","O","3.0 out of 5 stars","","0","Bold Black"
"R36MPF1AYY7MXR","Mahesh","Don't buy this product in Amazon.the amazon not showing proper process for return and even not showing to connect and chat to customer.totallt amazon is fake.don't but products in Amazon Product was good but it iuse only use to see movies and listing songs.it will not useful for calls.when I'm in call the receiver saying your voice not available so it is not suitable for calls.","Reviewed in India on 25 June 2025","Don't buy products in Amazon","3.0 out of 5 stars","","16","Bold Black"
"R3BYSU8TQ84R9C","MD.ARSHAD.Qureshi","The color shown in thumbnail is not same at all in thumbnail photo it looks shiny because of lighting but when it came in hand it is not even close quality is good battery backup is good but color is not matching only 3 star for battery and also 3 star for sound","Reviewed in India on 3 July 2025","Only colure bad","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71NJhwJ0n1L.jpg","4","Green"
"R1E3WZW8WWJSWS","Placeholder","Good for normal use it got damaged from little bit water like spalash and one got higher sound one got low","Reviewed in India on 27 July 2025","Issue in both ear buds","3.0 out of 5 stars","","0","Bold Black"
"R3KIHCHO071EMD","Rakesh Irukula","I felt bad like , after full charge it doesn't last 50-60 minutes , right from start .","Reviewed in India on 4 August 2025","Battery","3.0 out of 5 stars","","0","Bold Black"
"R260O3S817ZXAX","prakash babu","Its ok but not very good","Reviewed in India on 4 August 2025","Bluetooth","3.0 out of 5 stars","","0","Bold Black"
"R1ZZIYXQGNE1LC","Placeholder","Average product, closure lid become loose within year and stop functioning after 1year","Reviewed in India on 6 August 2025","Average product","3.0 out of 5 stars","","0","Bold Black"
"R4N416G9175G6","sahil b.","Thw sound is good but not good in attending calls voice is not clear. Also for phone calls u have to keep ypur phone near to u . Not a good Performance. Also not too much comfortable.","Reviewed in India on 22 July 2025","Quality","3.0 out of 5 stars","","0","Bold Black"
"R33SRMIITEPUE9","ROHIT TYAGI","Nice","Reviewed in India on 14 August 2025","Good","3.0 out of 5 stars","","0","Active White"
"R18SRQG2I777IJ","AUROBINDO BHOWMICK","It is not good. Faulty material sent but not replacing","Reviewed in India on 16 August 2025","Bad buy","3.0 out of 5 stars","","0","Bold Black"
"RQG91E9GVOVKB","Bajrang Sahu","The product is good but if there is some defect, they are not replacing it, they just seem to solve the problem, replacement service is not being provided Whereas the battery on one side is running out quickly","Reviewed in India on 26 July 2025","Not doing replacement","3.0 out of 5 stars","https://m.media-amazon.com/images/I/61mPBU1PgKL.jpg","2","Bold Black"
"R36BUYD0WVJBP1","Saurav","I bought these airpods a week ago build & sound quality and battery life is good but sometimes the sound stops for few seconds and little bit comfortable issues.","Reviewed in India on 2 July 2025","Average product","3.0 out of 5 stars","","0","Bold Black"
"R2YRL3V6TAHDHE","Jatin","I got there for like 900 really worth it for the price sound quality is actually decent yeah the ""beast mode"" is bs you can't game with them but I had a phone with a newer bt version and the latency was tolerable turned the beast mode on and I genuinely wasn't feeling the latency fitting is decent too and it is portable but the hinge felt kinda weak or not satisfying enough to my liking since day 1 it's been almost 10 months since I bought,now question is should you? No. There's better earbuds available like the oppo enco buds 2 or Realme t110 etc. but they're not bad by any means its just that they're idk 4 years old at this point with a literal 5mm driver battery backup is good but I will say I'm kinda regretting my descision to buy this and not add like ₹500 more for something from a better brand it's good but not in 2025... And yeah the touch controls works on their own sometimes","Reviewed in India on 21 February 2025","It's good but its 2025","3.0 out of 5 stars","","6","Bold Black"
"R16G5CUHK2JFFS","Steevo","It is good for gaming like bgmi , good for music , when recive the product there is some issue face in first day , when I have to active anc mode there apromax I took 30 second to activate in second day it active in 3 second, and while calling the other person don't hear properly the is less notice cancellation in it","Reviewed in India on 13 June 2025","Issue I face","3.0 out of 5 stars","https://m.media-amazon.com/images/I/61oPmyidxpL.jpg","3","Black"
"R110TLRAPI2JDJ","Giri","There is no multiple device connectivity. I am getting this option in Mivi which is ₹800","Reviewed in India on 10 July 2025","No Multi Device Connectivity","3.0 out of 5 stars","","0","Green"
"RZMFQOBH9J8KM","mrinmoy n.","Delivery agent was so good but product was used product it's is totally disgusting","Reviewed in India on 20 July 2025","Used product","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71Wresde1zL.jpg
https://m.media-amazon.com/images/I/71o7a3wDpfL.jpg","0","Bold Black"
"R43XL4JSTDW3J","Amazon Customer","Why did you pick this product vs others?:
Good but not much good it should buy around price below Rs.1,250/- only I bought it around Rs.1504/- 
But it highly recommend for music.","Reviewed in India on 29 June 2025","Price should be less","3.0 out of 5 stars","https://m.media-amazon.com/images/I/6138JnabHcL.jpg
https://m.media-amazon.com/images/I/71keAmMRrNL.jpg","0","Black"
"R1O8HKA7KVD1LZ","Vikas","Battery backup is good, not good for music lovers, no base","Reviewed in India on 10 July 2025","Earbuds","3.0 out of 5 stars","","0","Active White"
"R19RLL6GXEXFJX","Sahil thakur302","Bad product very bad voice quality
Mt Lena 👎👎👎👎","Reviewed in India on 20 July 2025","Nice look bs","3.0 out of 5 stars","https://m.media-amazon.com/images/I/51pR+95eViL.jpg","0","Bold Black"
"RF4HLHOT0YRUJ","RAVI SINGH","I observed sometimes this earbuds have a problem of connection and sound quality is not upto mark","Reviewed in India on 4 July 2025","Average","3.0 out of 5 stars","","0","Green"
"R2LQ13ERL36EBI","Kumar","Not that bad , it's nice","Reviewed in India on 17 July 2025","Nice sound","3.0 out of 5 stars","","0","Grey"
"R14N4BOKLPYAN","Durgesh Singh","Old MRP 789 PER 
Problem charging  Disconnected","Reviewed in India on 27 June 2025","Boat 141","3.0 out of 5 stars","https://m.media-amazon.com/images/I/7162kk-QsZL.jpg
https://m.media-amazon.com/images/I/71gCluNOf-L.jpg","0","Bold Black"
"R3HFN9WAM7AJI","sai c.","Stopped working after 3 months.","Reviewed in India on 16 July 2025","Worst","3.0 out of 5 stars","","0","Bold Black"
"R3SZ71RNRHYH1E","PRADEEP PANDEY","Battery needs improvement","Reviewed in India on 4 July 2025","Battery 🔋 needs improvement","3.0 out of 5 stars","","0","Bold Black"
"R3SP790SO31JY0","Shashikant Kothiwale","This product is ok","Reviewed in India on 2 July 2025","Product is ok","3.0 out of 5 stars","","0","Bold Black"
"R1AK7WO526NIEC","Yash","Sound is very low...","Reviewed in India on 10 July 2025","Boat sound low","3.0 out of 5 stars","","0","Active Black"
"R239GHV09CI8D4","Dhanraj patel","Battery ok
Sounds quality normal
Bass good","Reviewed in India on 20 June 2025","Build quality could be better","3.0 out of 5 stars","","0","Bold Black"
"RMBHJ30ROV5O2","Rajat","I’ve been using the boAt Airdopes for a while now, and while they work great for music and videos, I have been facing issues during calls.

Pros:
✅ Good sound quality for music and videos
✅ No lag while watching videos
✅ Long battery life – lasts for hours without frequent charging
✅ Comfortable fit – easy to wear for long durations

Cons:
❌ Call quality issues – The person on the other end struggles to hear me clearly
❌ Mic or connectivity problem – Sometimes, my voice cuts out during calls

Overall, if you need earbuds mainly for music or videos, these work well, but if calling is a priority, you might face issues. Hoping for a software update or fix from boAt!","Reviewed in India on 7 March 2025","Good for Music & Videos, But Call Quality Needs Improvement","3.0 out of 5 stars","","2","Bold Black"
"RJZURLWJ56ZF7","Pranam Shetty","It's good but connectivity problem for laptop","Reviewed in India on 22 June 2025","Connectivity for laptop","3.0 out of 5 stars","","0","Bold Black"
"R23559HWKBWUFW","Patel sadiya","I dont like the design. The outer case is too big and even the size of the buds are little big. Otherwise sound quality is good . But not comfortable in wearing. And the colour is good","Reviewed in India on 26 June 2025","Sound is good","3.0 out of 5 stars","","0","Bold Black"
"R3M7HH9BRIJ3H2","Naman Munjal","These are Average, used it for a very long time perfect for me as I use it very rarely means less time but one of earphone didn't charge properly sometimes","Reviewed in India on 25 June 2025","Average","3.0 out of 5 stars","","0","Bold Black"
"R1CBC9AGTH2OER","Shubham aggarwal","Good product but noise cancellation is not that much good. No 100% noise cancellation.","Reviewed in India on 28 June 2025","Very good product","3.0 out of 5 stars","","0","Green"
"RX92UBBGI46VG","BABA","Built quality is so low. That it broke after a use of 6 months. Don't buy till u have none options to choose.","Reviewed in India on 20 June 2025","Worst built quality","3.0 out of 5 stars","","0","Bold Black"
"R1SF7OGPG6GME","Mahi04","Its not too good in audio quality 
But at this price it's awesome","Reviewed in India on 1 July 2025","Good at this price","3.0 out of 5 stars","https://m.media-amazon.com/images/I/81M2B2mQZmL.jpg","0","Bold Black"
"RCKEVZL6HJZ6A","AK","Sometimes lag in this device and some functions r not working","Reviewed in India on 28 June 2025","May be better","3.0 out of 5 stars","","0","Bold Black"
"R2HMEW4PL1BE64","Rahul","Poor built quality once I drop it by mistake and it's stopped working,one side earbud not charge properly...sound quality is good","Reviewed in India on 29 June 2025","Poor","3.0 out of 5 stars","","2","Bold Black"
"RI7THMOZSW391","Rajarajeswari.C","Dear sir, once, I wear the helmet, switch off the blutooth ,so kindly solution this complaint","Reviewed in India on 19 June 2025","Need solution","3.0 out of 5 stars","","0","Black"
"R2XR7NATKM2EF8","Amazon Customer","Automatic off to audio","Reviewed in India on 19 June 2025","Automatic stop audio","3.0 out of 5 stars","","0","Bold Black"
"R7BYTD3SVTEQD","Manish Kumar","It is good in quality but it having various problems like connection problem, volume problem, one burd is not working problem please fix it","Reviewed in India on 17 June 2025","Problems with it","3.0 out of 5 stars","","0","Bold Black"
"RR5A7EHTSK2BU","Abhinandh.C","Best audio output while listening to songs or watching videos, but while having a call in outside our voice will be suppressed by the background noise and receiver will not get the voice clearly. Already sent it to the service and still have the same problem.","Reviewed in India on 25 May 2025","Taking call while outside is horrible.","3.0 out of 5 stars","","0","Bold Black"
"R27ZUODGZ22S2I","Archana p.","Noise control is not working . There's a feature described that this product has noise control but nothing is like that.","Reviewed in India on 12 June 2025","Noise control is working","3.0 out of 5 stars","","0","Bold Black"
"RTIK4T7WSI47K","Amazon Customer","Ok to use it","Reviewed in India on 15 June 2025","Average","3.0 out of 5 stars","","0","Bold Black"
"R333U7VNYJI5C4","Shailendra Pratap Singh","Pros>
Only sound quality is good.
Durable. They're surving after more than a year when they fall atleast once a week from me.

Cons>>>>
Charging speed is slower after 1 year.
Playback time is way less. Earbuds dircharge and starts beeping after 1.5-2 hours of continuous use. Not for binge watching. Their 6 hours claim is false.
Deserves negative rating for microphone quality and Enx noice cancellation... So bad for taking calls as it hears every outside noise and everything but not my voice when I put them on. Had to switch to microphone for a call. You're not heard using these even at your home with a bit of ceiling fan voice... Forget about outdoors lol. Maybe this functions on reverse noice cancellation.
Big and uncomfortable to carry in a pocket but manageable.
Wireless range is poor. Their 10m range claim is false. It doesn't catches signal sometimes from my pocket too.
Not enough features, only single device connectivity at a time.
Stratch prone from day 1.","Reviewed in India on 28 September 2024","Bad product overall. Too much cons","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71Tah7SFD+L.jpg","52","Bold Black"
"R1WYPS08VD5800","Suraj choudhary","Call krne per voice saf nahi jati hai","Reviewed in India on 4 June 2025","Voice call","3.0 out of 5 stars","","0","Bold Black"
"R3DTE6JLMPERPS","Mandar Lipare","Good","Reviewed in India on 5 June 2025","Good","3.0 out of 5 stars","","0","Bold Black"
"R3HNMWM8G75UDW","Amazon Customer","Good","Reviewed in India on 12 June 2025","Good","3.0 out of 5 stars","","0","Bold Black"
"R1RK187HBIRZQ6","S.Abhishek","Been using it since Aug 2023. No issue in build quality, dropped many times but functionality remained intact. Call and music things are pretty normal. But the battery, it's very bad, especially after 1 year. They claim 42hrs of battery but it hardly lasts 10hrs.","Reviewed in India on 3 May 2025","Buy it for SHORT TERM only","3.0 out of 5 stars","","6","Bold Black"
"R3CXMVGIBJWIRR","Anurag K.","Voice during call is very slow through the Mic","Reviewed in India on 24 May 2025","Defect","3.0 out of 5 stars","","0","Bold Black"
"R1CA6JVUV6QRY2","Meenakshi rawat","It not working properly I have placed this order on Dec and today it's not working properly","Reviewed in India on 17 May 2025","Not Working","3.0 out of 5 stars","","0","Bold Black"
"R27AR1O0P0W1KM","Gungun Chauhan","Sound quality was good enough but I think body could be better","Reviewed in India on 23 May 2025","Good enough","3.0 out of 5 stars","","0","Bold Black"
"R36QMLACQTUA0N","Sunil Kumar","Value for money as it's comfortable while being in ears, battery life is around one charge two days and sound quality is also phenomenal.","Reviewed in India on 25 May 2025","Heavy Drivers","3.0 out of 5 stars","","0","Bold Black"
"R1R8V44KG3K2T6","Placeholder","Audio is good,call quality is bad","Reviewed in India on 4 June 2025","Ok product","3.0 out of 5 stars","","0","Bold Black"
"R29IAA94LCGILG","Rajesh jetti","Not bad","Reviewed in India on 6 June 2025","Just ok","3.0 out of 5 stars","","0","Bold Black"
"R314LI3Y23KUTW","Liyana","I’ve used this for a year and at first the sound quality and battery life was fine but now it’s starting to act up. It only charges one side and the other doesn’t turn on at all. Sometimes it doesn’t charge at all. If you’re someone who uses earbuds for long hours then this product is not the comfiest option because it starts to hurt your ears. The charger case is quite big and a little heavy compared to usual one. Good product for temporary use but not the best one for long term use.","Reviewed in India on 3 February 2025","The product is okay","3.0 out of 5 stars","","0","Bold Black"
"R1F650QK05SR5W","Sneha","""I'm satisfied with my Airdopes purchase, but they have their strengths and weaknesses. On the positive side, the sound quality is good, making them suitable for music and lectures, which was my primary reason for buying them. The design is also comfortable and lightweight, making them easy to wear for extended periods without feeling painful in the ears.

However, there are some areas for improvement. The voice clarity is just okay, and not exceptional. Additionally, the call quality is not the best, but that wasn't a key factor for me.

Overall, I'd say the Airdopes are a satisfactory choice for anyone looking for a budget-friendly option for listening to music and lectures. Just be aware of the potential drawbacks, and you'll be fine!""","Reviewed in India on 10 November 2024",":)","3.0 out of 5 stars","https://m.media-amazon.com/images/I/61Cx4z0raYL.jpg
https://m.media-amazon.com/images/I/71iIhtOJrBL.jpg","17","Bold Black"
"RMMQSRY77P9P0","Sukumar","After few months later left side buds not working 🤬","Reviewed in India on 16 May 2025","Not working issue","3.0 out of 5 stars","","0","Bold Black"
"R1QG3B5CY7L355","Sourav Dasgupta","+Good for money+battery life although expected much better sound...but for ₹1000 price this is what we can get max to max i guess","Reviewed in India on 1 May 2025","Decent, but i wonder is there any better option in this price range?","3.0 out of 5 stars","","0","Bold Black"
"R3124OA4RF0XO7","Kukadiya mitali","its fine. i.must say that its not worth it","Reviewed in India on 10 May 2025","bettry issue and connection issue","3.0 out of 5 stars","","0","Bold Black"
"R24X76IWALFFT1","Surjeet","Ok","Reviewed in India on 24 May 2025","Ok","3.0 out of 5 stars","","0","Bold Black"
"R1COWUWQ0B2VBE","Mehnaaz","After 1 year use this product is damaged waste of money","Reviewed in India on 4 May 2025","Waste of money","3.0 out of 5 stars","","0","Bold Black"
"R5SQUELLNSQQN","Sagar Lama","It's a good pair of Bluetooth earbuds considering the price. However, the only downside is the battery backup. After a full charge, it doesn't last more than 3 hours, whereas boAt claims 6 hours of nonstop playtime. Quite disappointing.","Reviewed in India on 5 April 2025","Battery Backup is disappointing!","3.0 out of 5 stars","https://m.media-amazon.com/images/I/51S7R-FrCrL.jpg
https://m.media-amazon.com/images/I/51tq1bDxP6L.jpg","0","Bold Black"
"R38QYTZHOFI4HC","Amazon Customer","Very poor quality.. voice issue during calls nd no noise cancellation","Reviewed in India on 27 April 2025","Voice issue during calls","3.0 out of 5 stars","","0","Bold Black"
"RM6SFZKZXLCKZ","Dhanavel","I brought it 1 year ago in my one year experience I say not to buy it , it doesn't last for 1 year","Reviewed in India on 18 April 2025","Not suitable for long term use","3.0 out of 5 stars","","0","Bold Black"
"RESZKIWVLRJR0","Elsie devdas","Nice","Reviewed in India on 4 May 2025","Average","3.0 out of 5 stars","","0","Bold Black"
"R1WMT8UGQX7ZMR","Mohammed Shoeb","Ok","Reviewed in India on 30 April 2025","Right side issue","3.0 out of 5 stars","","0","Bold Black"
"R2P5C9DLEMUTJG","RATE IS VERY HIGH FROM MRP . THIS IS totaly cheating person.","Battery is very poor","Reviewed in India on 26 April 2025","Bettry is very poor","3.0 out of 5 stars","","0","Bold Black"
"R162LSORLF04PZ","Yash Shakywal","Return but product","Reviewed in India on 25 April 2025","Year birds","3.0 out of 5 stars","","0","Bold Black"
"R4OWTS86JCUET","Very bad packaging","I'm not satisfied by this ear buds i use this on two devices my phone and my laptop but its automaticly disconnect from laptop after successful connection even after only my laptop has bluetooth on its has decent sound and battery but i got irreated by its connect and disconnect tune.","Reviewed in India on 14 February 2025","connection","3.0 out of 5 stars","","0","Bold Black"
"R1CC39Q3YFUE8O","Amazon Customer","I'm giving 3 stars because I'm little disappointed with the audio quality. Audio is not clear as I experienced my last Boat necklace earphones is much way better than this.
If you have a little handsome budget go for any another one & it's not recommended at all. Thank you!","Reviewed in India on 4 February 2025","Not recommendable.. little disappointed with the audio quality","3.0 out of 5 stars","","0","Bold Black"
"RZ2ORFRVDFLF4","Ritu raj","Battery quality is medium","Reviewed in India on 21 April 2025","Good to buy","3.0 out of 5 stars","","0","Bold Black"
"RPWV749F27GFO","Souvik Biswas","Reviewing after 2.5 years.
Product is good initially but now with single charge it goes only 1 hr to 1.5 hr.
Then put it back to the cover and let them again to charge.","Reviewed in India on 13 February 2025","Battery capacity low","3.0 out of 5 stars","","0","Bold Black"
"R371L8NMAVFHUK","Karthi","Sound quality is good but change time isn't good","Reviewed in India on 17 April 2025","Review","3.0 out of 5 stars","","0","Bold Black"
"R2ID9AFGQEHIM6","Chethan","They have great Bluetooth connection
Sound quality is amazing
They fit perfect
It's worth buying
Only problem is they don't last long life
Mine stoped working one side after 2 years of use
But battery life is good","Reviewed in India on 25 February 2025","Good ear pods","3.0 out of 5 stars","https://m.media-amazon.com/images/I/61NG8GlVKQL.jpg
https://m.media-amazon.com/images/I/61t7aMukUKL.jpg","9","Bold Black"
"R3VJ48QP3VEDCB","Prashant","It's battery gets drained up very early. I'm talking about the both - the charging case (it malfunctioned) and the buds (touch sensor works without touch - means it stops and starts whenever it wants and that too even without touch) I had been facing this issue for some time, but when I opened my receipt, the warranty had expired just one day earlier. And the onsitego extended warranty I purchased with it- they also malfunctioned. They refused to pick it up citing reasons such as distance of 250km, which was an utter lie. So these earbuds have not gone well with me.","Reviewed in India on 12 July 2024","Battery malfunction within a year","3.0 out of 5 stars","","0","Bold Black"
"R13X7H8XDDTHKU","Ashish Waghmare","good product at this price range. could be better by not turning off immediately after I take them off","Reviewed in India on 13 March 2025","Good overall","3.0 out of 5 stars","","0","Bold Black"
"R1POZHWCYDKM9U","Naufal Aslam","Good","Reviewed in India on 26 March 2025","Value for money","3.0 out of 5 stars","","0","Bold Black"
"R69EMI6QDHRXA","Ronak","Good","Reviewed in India on 21 March 2025","Good","3.0 out of 5 stars","","0","Bold Black"
"R2G8DOM8P57DB5","Ananth","Avarage","Reviewed in India on 8 March 2025","Avarage","3.0 out of 5 stars","","0","Bold Black"
"R18Q6DOYZXR9ZI","I received damage product and requested for replacement.. the packaging of the product needs to improve..","I received used case cover with minor scratches all-over. I do not have time for replacement so i accepted as it.","Reviewed in India on 3 March 2025","Used case","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71Mg4i02B3L.jpg
https://m.media-amazon.com/images/I/71RioN8wksL.jpg
https://m.media-amazon.com/images/I/71fuz8N8PQL.jpg","0","Bold Black"
"R3TD2OHR5PPWX0","shivansh mishra","Sound quality is good but it's not can say better
Don't sweet bass","Reviewed in India on 8 February 2025","Sound quality as good but don't very good","3.0 out of 5 stars","","0","Bold Black"
"R1WSN4IOLHQSKX","Ankush sharma","the item is not in a good condition","Reviewed in India on 11 March 2025","Box are broken","3.0 out of 5 stars","https://m.media-amazon.com/images/I/614sZzAnygL.jpg","0","Bold Black"
"R1G1KY6IAB7FEG","Kmadhavi","Not working properly with in a month of purchase.....","Reviewed in India on 19 March 2025","Not good","3.0 out of 5 stars","","0","Bold Black"
"R2ZI6JII6EEP46","Selvakumar","Phone call audio quality is not good","Reviewed in India on 28 February 2025","Audio Quality is not good","3.0 out of 5 stars","","0","Bold Black"
"R3ED526Z5VLPTX","Balamurugan","intially i posted positive review. but after using 15 days of usage ......this is my Sound quality is good but not loud. Go for higher one
Bass and trebile is also not up to the level
Call quality is also not good, even some meter distance call dropped.
Battery back up is not good. even 2 hours of music play, 50% battery dropped","Reviewed in India on 12 August 2025","Not Good product Boat 141 do not buy.","2.0 out of 5 stars","","0","Bold Black"
"R1IIF31YWMQWQP","Samir gothi","Only for movie and song, during traveling or on bike call not possible
Opposite person not even able to connect with us during moving condition, I used it from last 3 years so quality was good but not even 1 time satisfied with call on bike","Reviewed in India on 1 August 2025","On bike or travelling not working","2.0 out of 5 stars","","0","Bold Black"
"R128UESH3M43YZ","Sovan","This item are really good.but this product major problem one side airdrops not working in some month leter.i buy this item 2 piece.2 pic same problem.","Reviewed in India on 5 August 2025","1 year boat Warrenty claim are so good service","2.0 out of 5 stars","https://m.media-amazon.com/images/I/51vWoAcyQmL.jpg","0","Bold Black"
"R2PNKNDGYTNK28","Harsh Kumar","Not a good product. After some time one of the earbuds stopped working. It also faces trouble connecting to the phone.","Reviewed in India on 11 August 2025","Blutooth connection issue","2.0 out of 5 stars","","0","Bold Black"
"R1IOMFOS8WK9EI","Shubham Rajvanshi","Not much better just good for 6 months after that it's charging issues or one side buds voice or connectivity issues","Reviewed in India on 16 August 2025","Connect होने मे problem होती है or return मे problem hoti hai लंबे समय के बाद","2.0 out of 5 stars","","0","Bold Black"
"R2NM15PRIECANJ","Tejash Sharma","not value for money always one buds not charge perfectly waste of use.","Reviewed in India on 11 August 2025","NOT GOOD","2.0 out of 5 stars","","0","Bold Black"
"RGDC4KEPXC743","Sachin","The size of the earpod that fits in ear is quite big and uncomfortable","Reviewed in India on 6 August 2025","Comfort issue","2.0 out of 5 stars","","0","Active Black"
"RW4RGF7KOZI0U","Raj","Anc what is promised in this product was not satisfying previously I have used a boat 393 anc for about 2 years compared to that this product is not upto that mark.","Reviewed in India on 15 July 2025","Performance","2.0 out of 5 stars","","0","Black"
"R374K2OY9BP2JI","Javed siddique","Not so good in calling, noise cancelation is not so useful. Sometimes it was automatically switched off while you are talked to someone. Sounds good only when you listen to songs.","Reviewed in India on 22 July 2025","Only for songs","2.0 out of 5 stars","","0","Bold Black"
"R1K5KRLZPZH846","Dilpreet Singh","Got damaged within 3 month","Reviewed in India on 13 August 2025","Bad product","2.0 out of 5 stars","","0","Bold Black"
"R3BY9SBFN3LZST","Shagun sharma","Not good for buy
Motherboard both earbuds and cash
Total Waste of money
3 months motherboard, and a earbuds are not charging properly","Reviewed in India on 4 July 2025","Very bad 😔","2.0 out of 5 stars","","0","Bold Black"
"R1OO657HIKNZS3","Pintu Malik","Replacement way very bad ... Mera earbuds connecting issue tha .. kitni bar try Kia tha leken pick up neyhi kiya ...","Reviewed in India on 11 July 2025","Connecting problem","2.0 out of 5 stars","","0","Bold Black"
"R34KG396ZBQF54","Vimalraj . T","It is fine but after some days (long period) this earbuds did not work properly (one earbud is not working) .","Reviewed in India on 14 July 2025","Average for a short period of time","2.0 out of 5 stars","","0","Bold Black"
"R1Q689WLOGXXHB","Amarjyoti Das","You have to speak louder during a call so that the person on the other side can hear you clearly","Reviewed in India on 5 July 2025","Not up to the mark","2.0 out of 5 stars","","0","Green"
